TRAFFIC_SIGNAL_ID,RECORD_DATE,RECORD_STATUS,SIGNAL_STATUS,FROM_DATE,TO_DATE,SIGNAL_OWNER,LOCATION_CODE,LOCATION_ID,SIGNAL_TYPE,INSTALLATION_DATE,REBUILD_DATE,MAJOR_RETIME_DATE
85,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3305,219,,,,
86,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3060,44,,,,
87,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3143,104,,,,
88,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3334,245,,,,
90,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3380E,252,,,,
91,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3512,307,,,,
92,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4162,554,,,,
93,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3875,443,,,,
95,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3164,116,,,,
96,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3064,46,,,,
97,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3920,458,,,,
98,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3791,400,,,,
99,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3135,96,,,,
101,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3972,487,,,,
102,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3163,115,,,,
103,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3906,452,,,,
104,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4021,505,,,,
105,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3777,392,,,,
107,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3155,112,,,,
108,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3080,58,,,,
109,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3703,350,,,,
110,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4432,661,,,,
111,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3386W,258,,,,
113,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3565,323,,,,
114,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3386E,257,,,,
115,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3935,469,,,,
116,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3747,379,,,,
118,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3056,40,,,,
119,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4037,509,,,,
120,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4401,654,,,,
121,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3089,67,,,,
122,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3311,224,,,,
124,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3327W,239,,,,
125,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3029,21,,,,
126,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3473E,294,,,,
127,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3121,88,,,,
128,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3440,277,,,,
130,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3316,228,,,,
131,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3153,110,,,,
132,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3225,165,,,,
133,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3167E,117,,,,
134,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3167W,118,,,,
136,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3961,483,,,,
137,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3939,473,,,,
138,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3931,466,,,,
139,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3278,202,,,,
140,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3271,197,,,,
142,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3218,158,,,,
143,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3955,480,,,,
144,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4161,553,,,,
145,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3508,306,,,,
147,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3005,7,,,,
148,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3109,80,,,,
149,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3744,376,,,,
150,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3382,254,,,,
151,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3286,208,,,,
153,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3451,284,,,,
154,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4013,497,,,,
155,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3319,230,,,,
156,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4003,496,,,,
157,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3004,6,,,,
159,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3924,461,,,,
160,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3827,420,,,,
161,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3199,142,,,,
162,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3025,18,,,,
163,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3072,53,,,,
165,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3257,189,,,,
248,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3717,358,,,,
249,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4019,503,,,,
251,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3566,324,,,,
252,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3323,235,,,,
253,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4399,652,,,,
254,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3937,471,,,,
255,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3383,255,,,,
257,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3713,354,,,,
258,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3237,172,,,,
259,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4159,552,,,,
260,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3751,382,,,,
261,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3497,304,,,,
263,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3790,399,,,,
264,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3307N,220,,,,
265,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3172,122,,,,
266,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3147,106,,,,
267,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3024,17,,,,
269,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3766,390,,,,
270,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3120,87,,,,
271,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3805E,409,,,,
272,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3201,144,,,,
274,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4412,656,,,,
275,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3731,369,,,,
276,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3050,37,,,,
277,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3245,179,,,,
278,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3549,319,,,,
280,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3058,42,,,,
281,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3274,199,,,,
282,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3544,315,,,,
283,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3786,397,,,,
284,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3326,237,,,,
286,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3275,200,,,,
287,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3936,470,,,,
288,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3234W,169,,,,
289,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3263,194,,,,
290,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3119,86,,,,
292,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3202,145,,,,
294,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3228,166,,,,
295,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4402,655,,,,
296,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3545,316,,,,
298,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3108,79,,,,
299,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3293,215,,,,
300,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3068,48,,,,
301,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3488,301,,,,
303,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3219,159,,,,
304,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3105,76,,,,
305,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3958,481,,,,
306,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3670,346,,,,
307,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3476,297,,,,
309,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3477,298,,,,
310,2012-01-09 14:58:19.000001,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3457,317,,,,
311,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3429,274,,,,
312,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3044,33,,,,
313,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3103,74,,,,
315,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4851,806,,,,
316,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4180,560,,,,
317,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4258,586,,,,
318,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,5458,932,,,,
319,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,6286,1193,,,,
321,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3841,433,,,,
322,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3822,417,,,,
323,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,6267,1185,,,,
324,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,6213,1146,,,,
325,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,5207,880,,,,
328,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,5617,965,,,,
329,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,5116,865,,,,
330,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,6464,0,,,,
6,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3239,174,,,,
7,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3302,218,,,,
8,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3664,344,,,,
9,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3217,157,,,,
11,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3335,246,,,,
12,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3150,108,,,,
13,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3730,368,,,,
14,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3474,296,,,,
15,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3300,217,,,,
17,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3746,378,,,,
18,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3551,320,,,,
19,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3615,337,,,,
20,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3259,191,,,,
22,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3098,72,,,,
23,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3134,95,,,,
24,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3745,377,,,,
25,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3674,347,,,,
26,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3932,467,,,,
28,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3277,201,,,,
29,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3820,415,,,,
30,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3462,290,,,,
31,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3084,62,,,,
32,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3930,465,,,,
34,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3573,327,,,,
35,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3826,208,,,,
36,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3372,249,,,,
37,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3012,10,,,,
38,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3938,472,,,,
40,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4430,659,,,,
41,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3122S,90,,,,
42,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3242,177,,,,
43,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3082,60,,,,
45,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3001,4,,,,
46,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3045,34,,,,
47,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3802,408,,,,
48,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3712,353,,,,
49,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3214,154,,,,
51,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3921,459,,,,
52,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3321W,233,,,,
53,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3321E,232,,,,
54,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3887,449,,,,
57,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3289,212,,,,
58,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3716,357,,,,
59,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3661,343,,,,
60,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3333,244,,,,
61,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3439,276,,,,
63,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3933,468,,,,
64,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3129,92,,,,
65,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3234E,168,,,,
66,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3473W,295,,,,
68,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3710,351,,,,
69,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3548,318,,,,
70,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3448,283,,,,
71,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3112,82,,,,
72,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3787,398,,,,
74,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4431,660,,,,
75,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3880,447,,,,
76,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3149,107,,,,
77,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3221,161,,,,
78,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3069W,50,,,,
80,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3174,124,,,,
81,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3318,229,,,,
82,2012-01-09 14:58:18,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3380W,253,,,,
490,2012-01-09 14:58:21,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3222,162,,,,
491,2012-01-09 14:58:21,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3741,374,,,,
492,2012-01-09 14:58:21,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4023,507,,,,
493,2012-01-09 14:58:21,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3834,427,,,,
331,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,6263,1182,,,,
333,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4247N,576,,,,
334,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4988,842,,,,
335,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4448,671,,,,
336,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4817,797,,,,
337,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4525,695,,,,
339,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4671,743,,,,
340,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3019,13,,,,
341,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3011,9,,,,
342,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3909,453,,,,
343,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3087,65,,,,
345,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3141,102,,,,
346,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3066,47,,,,
347,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3010,8,,,,
348,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3528,311,,,,
349,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4158,551,,,,
351,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3531,313,,,,
352,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3923,460,,,,
353,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3391,261,,,,
354,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3126,91,,,,
356,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3086,64,,,,
357,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3104,75,,,,
358,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3676,348,,,,
359,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,4016,500,,,,
360,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3039,28,,,,
362,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3945,478,,,,
363,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3941,475,,,,
364,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3942,476,,,,
365,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3136,97,,,,
366,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3209,151,,,,
368,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3800,407,,,,
369,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3463,291,,,,
370,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3527,310,,,,
371,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3223,163,,,,
372,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3592,330,,,,
374,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3046,35,,,,
375,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3051,38,,,,
376,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3361,248,,,,
377,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3236,171,,,,
378,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3251,184,,,,
380,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3991,491,,,,
381,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3458,288,,,,
382,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3623,340,,,,
385,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3177,127,,,,
386,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3070,51,,,,
387,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3792,401,,,,
388,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3997,495,,,,
389,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3185,133,,,,
391,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3106,77,,,,
392,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3770,391,,,,
393,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3902,451,,,,
394,2012-01-09 14:58:20,ACTIVE,IN USE,2012-01-01 00:00:00,,CCD,3970,486,,,,
